fecha,hora,localizacion,numero,tipo_accidente,tipo_vehiculo,tipo_persona,rango_edad,sexo,longitude,latitude,geohash,road_info,postcode,road,formatted,latitude_api,longitude_api,road_name_speed_api,hora_accidente,int_real,ocupacion,vmed,high_speed_point,hora_rango,flag,pred_lesividad_grave
2,40,54,9,1,2,1,1,2,-3.6893524825012176,40.4072532936918,54,50,28014.0,50,53,40.4071658,-3.6892904,47,47,198.37321428571428,6.77536231884058,71.65,0,13,0,0.0
2,40,54,9,1,2,1,12,2,-3.6893524825012176,40.4072532936918,54,50,28014.0,50,53,40.4071658,-3.6892904,47,47,198.37321428571428,6.77536231884058,71.65,0,13,0,
2,40,54,9,1,2,2,15,1,-3.6893524825012176,40.4072532936918,54,50,28014.0,50,53,40.4071658,-3.6892904,47,47,198.37321428571428,6.77536231884058,71.65,0,13,0,0.0
2,41,55,43,1,4,1,5,1,-3.676956858141387,40.41030881212198,55,51,28007.0,51,54,40.4100159,-3.676799,48,48,197.2715827338129,6.978102189781022,71.84,0,14,0,
2,41,55,43,1,3,1,15,2,-3.676956858141387,40.41030881212198,55,51,28007.0,51,54,40.4100159,-3.676799,48,48,197.2715827338129,6.978102189781022,71.84,0,14,0,0.0
2,42,56,3,6,2,1,5,1,-3.635118678082416,40.38977815515665,56,52,28038.0,52,55,40.3897627,-3.6350557,49,49,124.0909090909091,7.550802139037433,68.04,0,15,0,0.0
2,42,56,3,6,2,1,13,1,-3.635118678082416,40.38977815515665,56,52,28038.0,52,55,40.3897627,-3.6350557,49,49,124.0909090909091,7.550802139037433,68.04,0,15,0,0.0
2,41,57,44,1,11,1,1,2,-3.659309320367987,40.421244137464655,57,38,28028.0,38,56,40.4212393,-3.6593371,36,50,219.99512195121952,8.214634146341464,75.48,1,14,0,
2,41,57,44,1,2,1,10,1,-3.659309320367987,40.421244137464655,57,38,28028.0,38,56,40.4212393,-3.6593371,36,50,219.99512195121952,8.214634146341464,75.48,1,14,0,
2,41,57,44,1,2,2,11,2,-3.659309320367987,40.421244137464655,57,38,28028.0,38,56,40.4212393,-3.6593371,36,50,219.99512195121952,8.214634146341464,75.48,1,14,0,0.0
2,41,57,44,1,2,2,16,2,-3.659309320367987,40.421244137464655,57,38,28028.0,38,56,40.4212393,-3.6593371,36,50,219.99512195121952,8.214634146341464,75.48,1,14,0,0.0
2,41,57,44,1,2,2,17,2,-3.659309320367987,40.421244137464655,57,38,28028.0,38,56,40.4212393,-3.6593371,36,50,219.99512195121952,8.214634146341464,75.48,1,14,0,
